transaction_id,customer_id,customer_age,income_band,tenure_months,merchant_type,channel,region,hour,day_of_week,week,avg_prev_amount,daily_txn_count,days_since_last_txn,amount,amount_ratio,is_foreign,card_present,high_risk_merchant,night_txn,weekend,risk_score,loss_amount,fraud
1716,102195,41,1,38,grocery,pos,Attica,1,5,21,73.07,3,,22.54,0.31,0,1,0,1,1,25.92,0.0,0
1717,101614,21,3,34,restaurant,online,Crete,14,2,3,25.04,2,3.0,110.93,4.43,0,0,0,0,0,28.44,0.0,0
1718,100947,42,1,23,fashion,mobile,Attica,8,3,13,66.93,3,9.0,15.67,0.23,0,0,0,0,0,22.19,0.0,0
1719,101032,69,1,32,utility,mobile,Crete,19,0,32,50.93,5,13.0,51.0,1.0,1,0,0,0,0,30.12,0.0,0
1720,101292,25,2,51,electronics,pos,Crete,5,0,3,19.73,2,26.0,112.83,5.72,0,1,1,1,0,41.15,0.0,0
1721,100221,65,3,47,grocery,pos,Attica,8,4,28,49.2,3,5.0,32.32,0.66,0,1,0,0,0,24.01,0.0,0
1722,101854,63,1,14,fashion,online,Attica,0,5,40,17.86,7,5.0,129.55,7.25,0,0,0,1,1,35.38,0.0,0
1723,101631,42,1,96,grocery,pos,Aegean,17,3,13,23.31,3,0.0,33.13,1.42,0,1,0,0,0,25.62,0.0,0
1724,101827,48,1,47,electronics,pos,Attica,0,5,3,27.35,3,7.0,92.3,3.38,0,1,1,1,1,38.91,0.0,0
1725,101334,39,1,19,fashion,pos,Central_Macedonia,16,5,33,13.33,3,3.0,21.85,1.64,1,1,0,0,1,31.65,0.0,0
1726,101957,37,1,66,electronics,online,Central_Macedonia,8,5,20,24.46,1,11.0,57.81,2.36,0,0,1,0,1,31.49,0.0,0
1727,102374,44,3,38,grocery,online,Attica,22,5,22,43.38,3,10.0,71.32,1.64,0,0,0,0,1,25.95,0.0,0
1728,101424,33,4,27,fuel,pos,Thessaly,3,5,24,52.08,3,0.0,93.84,1.8,0,1,0,1,1,30.64,0.0,0
1729,101110,48,1,3,restaurant,pos,Attica,15,5,31,17.83,3,3.0,32.13,1.8,0,1,0,0,1,26.16,0.0,0
1730,100261,42,1,63,grocery,online,Attica,4,2,24,27.07,3,0.0,42.21,1.56,0,0,0,1,0,30.2,0.0,0
1731,101946,29,1,67,restaurant,online,Central_Macedonia,1,2,16,36.58,2,4.0,42.6,1.16,0,0,0,1,0,29.34,0.0,0
1732,102259,51,1,54,electronics,pos,Aegean,20,3,8,46.73,2,1.0,81.92,1.75,0,1,1,0,0,30.56,0.0,0
1733,101748,51,3,27,fuel,pos,Attica,21,3,52,149.35,3,5.0,39.25,0.26,0,1,0,0,0,22.38,0.0,0
1734,102163,55,2,23,fuel,mobile,Crete,23,4,37,66.64,4,5.0,23.28,0.35,0,0,0,1,0,26.21,0.0,0
1735,102152,36,2,97,fashion,online,Attica,4,3,35,26.63,5,4.0,220.7,8.29,0,0,0,1,0,35.88,0.0,0
1736,101995,54,1,41,electronics,online,Crete,19,1,12,26.49,3,21.0,146.98,5.55,1,0,1,0,0,42.86,0.0,0
1737,101257,68,1,23,utility,online,Attica,11,2,2,39.86,3,10.0,67.14,1.68,0,0,0,0,0,26.0,0.0,0
1738,100249,42,1,34,travel,mobile,Central_Macedonia,5,4,33,59.76,4,4.0,89.45,1.5,0,0,1,1,0,35.69,0.0,0
1739,100008,43,3,31,grocery,pos,Aegean,9,0,47,106.01,4,7.0,27.65,0.26,0,1,0,0,0,22.37,0.0,0
1740,100510,50,3,33,travel,pos,Crete,4,0,20,22.22,4,2.0,156.97,7.06,0,1,1,1,0,42.08,0.0,0
1741,101077,18,1,14,travel,pos,Attica,14,6,7,52.72,2,0.0,156.02,2.96,0,1,1,0,1,32.22,0.0,0
1742,101859,26,1,27,travel,online,Aegean,13,5,28,18.9,2,0.0,49.74,2.63,0,0,1,0,1,31.84,0.0,0
1743,101139,35,3,44,fashion,pos,Attica,4,4,52,42.63,7,6.0,72.23,1.69,0,1,0,1,0,30.45,0.0,0
1744,100057,38,2,16,gaming,pos,Crete,18,0,24,62.71,2,1.0,32.76,0.52,0,1,1,0,0,27.18,0.0,0
1745,100525,43,1,29,utility,pos,Crete,13,1,18,23.21,2,6.0,17.27,0.74,0,1,0,0,0,24.25,0.0,0
1746,102448,45,3,70,restaurant,online,Thessaly,15,5,50,39.01,4,6.0,108.13,2.77,0,0,0,0,1,27.21,0.0,0
1747,102470,26,3,43,restaurant,online,Attica,3,5,13,114.9,4,0.0,46.08,0.4,0,0,0,1,1,26.53,0.0,0
1748,100942,56,2,35,restaurant,pos,Crete,19,1,19,83.59,3,6.0,19.62,0.23,0,1,0,0,0,22.2,0.0,0
1749,102012,46,3,25,fuel,pos,Crete,8,0,13,59.53,4,2.0,42.53,0.71,0,1,0,0,0,24.17,0.0,0
1750,101798,43,3,29,fashion,online,Central_Macedonia,11,6,8,21.04,3,6.0,69.17,3.29,0,0,0,0,1,27.64,0.0,0
1751,102328,48,2,43,fashion,pos,Aegean,3,5,47,19.29,2,0.0,39.51,2.05,0,1,0,1,1,31.04,0.0,0
1752,102218,35,4,20,fuel,online,Attica,23,4,19,61.42,5,13.0,101.62,1.65,0,0,0,1,0,30.38,0.0,0
1753,101571,39,2,65,gaming,pos,Attica,12,6,42,49.88,2,2.0,112.13,2.25,0,1,1,0,1,31.33,0.0,0
1754,100986,29,1,51,fashion,mobile,Crete,18,3,26,37.97,2,4.0,28.63,0.75,1,0,0,0,0,29.29,0.0,0
1755,101566,18,3,37,electronics,pos,Attica,14,0,38,30.39,2,2.0,115.4,3.8,0,1,1,0,0,33.06,0.0,0
1756,100797,39,1,54,gaming,online,Thessaly,1,0,4,32.89,6,2.0,46.42,1.41,0,0,1,1,0,35.47,0.0,0
1757,100870,63,1,81,grocery,pos,Attica,16,6,30,53.73,2,0.0,21.66,0.4,0,1,0,0,1,23.1,0.0,0
1758,101521,35,3,14,grocery,pos,Central_Macedonia,8,4,48,44.99,1,7.0,73.2,1.63,0,1,0,0,0,25.92,0.0,0
1759,101428,23,2,29,electronics,online,Crete,14,5,52,26.81,3,7.0,88.05,3.28,0,0,1,0,1,32.57,0.0,0
1760,101452,49,1,24,restaurant,online,Aegean,13,2,11,35.07,2,3.0,44.12,1.26,1,0,0,0,0,30.81,0.0,0
1761,100961,36,3,16,electronics,online,Crete,18,0,40,59.98,1,0.0,51.34,0.86,0,0,1,0,0,28.48,0.0,0
1762,101022,47,1,16,gaming,online,Attica,5,5,49,28.71,2,1.0,38.22,1.33,0,0,1,1,1,35.25,0.0,0
1763,100025,50,1,51,fuel,online,Attica,23,5,39,38.76,1,5.0,77.13,1.99,1,0,0,1,1,38.44,0.0,0
1764,101504,36,3,38,fuel,mobile,Thessaly,9,5,22,44.62,2,0.0,8.97,0.2,0,0,0,0,1,21.95,0.0,0
1765,101439,47,3,8,restaurant,pos,Aegean,17,3,7,25.26,2,0.0,57.49,2.28,0,1,0,0,0,26.72,0.0,0
1766,102338,42,2,78,grocery,mobile,,15,4,29,34.87,6,7.0,81.96,2.35,0,0,0,0,0,26.8,0.0,0
1767,101260,18,2,40,utility,pos,Central_Macedonia,13,2,2,63.59,2,0.0,27.93,0.44,0,1,0,0,0,23.25,0.0,0
1768,101169,36,4,47,electronics,pos,Attica,13,1,36,48.6,3,6.0,130.86,2.69,0,1,1,0,0,31.91,0.0,0
1769,100169,32,2,89,gaming,online,Central_Macedonia,14,0,22,100.46,4,6.0,54.07,0.54,0,0,1,0,0,27.26,0.0,0
1770,100491,24,2,56,utility,pos,Central_Macedonia,20,1,4,17.43,3,2.0,82.11,4.71,0,1,0,0,0,28.6,0.0,0
1771,100845,32,3,21,grocery,pos,Attica,6,3,37,58.58,4,6.0,79.59,1.36,0,1,0,0,0,25.52,0.0,0
1772,100943,50,4,43,grocery,pos,Attica,6,3,22,75.73,6,0.0,20.17,0.27,0,1,0,0,0,22.4,0.0,0
1773,100906,42,3,44,grocery,pos,Crete,23,3,27,29.41,3,3.0,45.27,1.54,1,1,0,1,0,37.4,0.0,0
1774,100985,20,1,39,gaming,online,Central_Macedonia,22,3,15,33.01,4,2.0,21.27,0.64,0,0,1,0,0,27.72,0.0,0
1775,101922,29,3,30,utility,pos,Attica,9,1,23,17.87,2,8.0,53.99,3.02,0,1,0,0,0,27.42,0.0,0
1776,100327,42,3,89,electronics,pos,Aegean,7,4,9,49.59,4,9.0,94.16,1.9,0,1,1,0,0,30.8,0.0,0
1777,100830,42,3,26,grocery,pos,Attica,17,3,10,39.64,5,5.0,39.81,1.0,0,1,0,0,0,24.86,0.0,0
1778,100407,38,1,24,fashion,pos,Thessaly,22,3,35,39.62,5,8.0,94.68,2.39,0,1,0,0,0,26.84,0.0,0
1779,100769,51,4,21,grocery,pos,,22,4,44,75.15,2,4.0,19.75,0.26,1,1,0,0,0,26.52,0.0,0
1780,101711,46,3,57,utility,pos,Thessaly,5,3,9,44.19,3,15.0,124.68,2.82,0,1,0,1,0,32.07,0.0,0
1781,100116,35,3,53,utility,online,Thessaly,5,3,9,28.74,2,0.0,29.43,1.02,0,0,0,1,0,28.98,0.0,0
1782,100848,34,4,32,fuel,online,Thessaly,12,3,31,31.43,10,0.0,60.53,1.93,0,0,0,0,0,26.32,0.0,0
1783,100059,40,1,33,travel,pos,Central_Macedonia,4,2,30,20.26,3,2.0,134.58,6.64,0,1,1,1,0,41.81,0.0,0
1784,102387,18,3,52,fuel,pos,Crete,22,3,21,55.49,3,2.0,77.77,1.4,0,1,0,0,0,25.59,0.0,0
1785,101818,46,3,5,electronics,pos,Aegean,8,4,52,54.93,2,4.0,70.97,1.29,0,1,1,0,0,29.64,0.0,0
1786,100608,27,3,17,gaming,pos,Central_Macedonia,6,6,51,17.58,3,15.0,27.59,1.57,0,1,1,0,1,30.22,0.0,0
1787,100495,57,2,41,utility,pos,Crete,23,0,34,91.65,3,5.0,156.33,1.71,1,1,0,1,0,37.81,0.0,0
1788,100247,21,2,49,fashion,mobile,Attica,20,1,48,46.21,2,2.0,42.0,0.91,0,0,0,0,0,24.66,0.0,0
1789,101182,46,3,47,restaurant,online,Central_Macedonia,22,0,24,38.71,3,9.0,23.1,0.6,1,0,0,0,0,28.63,0.0,0
1790,101883,18,2,62,fuel,pos,Attica,12,0,1,28.8,3,3.0,40.35,1.4,0,1,0,0,0,25.59,0.0,0
1791,101460,34,4,76,utility,pos,Crete,19,5,6,47.5,1,7.0,51.0,1.07,0,1,0,0,1,25.01,0.0,0
1792,102202,47,3,39,travel,online,Attica,10,1,43,82.64,2,8.0,86.03,1.04,0,0,1,0,0,29.02,0.0,0
1793,100859,53,2,80,grocery,mobile,Attica,1,2,7,57.97,3,0.0,54.5,0.94,0,0,0,1,0,28.74,0.0,0
1794,100695,52,1,72,electronics,pos,Attica,15,2,9,32.21,3,1.0,158.66,4.93,0,1,1,0,0,48.15,151.43,1
1795,101195,50,1,24,restaurant,online,Thessaly,1,6,36,53.14,9,2.0,45.23,0.85,0,0,0,1,1,28.46,0.0,0
1796,100505,52,2,24,utility,pos,Aegean,4,4,25,57.37,4,0.0,44.1,0.77,0,1,0,1,0,28.19,0.0,0
1797,102439,53,1,33,fuel,online,,7,0,13,30.89,5,1.0,26.44,0.86,1,0,0,0,0,29.65,0.0,0
1798,100464,35,2,11,fashion,pos,Attica,15,5,43,66.18,2,8.0,32.07,0.48,1,1,0,0,1,28.06,0.0,0
1799,101197,37,3,32,electronics,online,Thessaly,18,6,38,86.1,3,9.0,55.7,0.65,0,0,1,0,1,27.73,0.0,0
1800,101305,50,4,23,fuel,pos,Central_Macedonia,4,4,15,98.16,3,18.0,89.32,0.91,0,1,0,1,0,28.65,0.0,0
1801,100142,55,3,32,grocery,pos,Attica,17,3,11,62.16,6,7.0,56.85,0.91,0,1,0,0,0,24.67,0.0,0
1802,101171,40,2,97,fashion,online,Crete,17,6,39,51.08,2,1.0,64.12,1.26,0,0,0,0,1,25.34,0.0,0
1803,101136,35,1,26,electronics,online,Aegean,14,0,13,22.83,4,2.0,74.21,3.25,0,0,1,0,0,32.54,0.0,0
1804,100648,35,3,26,travel,online,Attica,14,0,13,20.21,3,2.0,203.3,10.06,1,0,1,0,0,45.61,0.0,0
1805,100319,32,2,25,fuel,pos,Central_Macedonia,9,5,46,45.57,4,2.0,18.25,0.4,0,1,0,0,1,23.09,0.0,0
1806,100112,47,3,56,utility,online,Attica,3,1,46,43.57,2,1.0,92.87,2.13,0,0,0,1,0,31.16,0.0,0
1807,100021,55,3,15,utility,pos,Aegean,3,0,51,40.62,5,3.0,105.09,2.59,0,1,0,1,0,31.78,0.0,0
1808,101203,48,1,36,fuel,online,Thessaly,2,0,23,18.04,2,1.0,48.25,2.67,0,0,0,1,0,31.89,0.0,0
1809,100224,41,3,51,gaming,pos,Central_Macedonia,11,3,38,67.61,3,39.0,75.47,1.12,0,1,1,0,0,29.22,0.0,0
1810,102398,65,4,52,grocery,pos,Aegean,14,4,11,53.35,2,2.0,114.65,2.15,0,1,0,0,0,26.58,0.0,0
1811,100611,42,3,33,grocery,pos,Attica,3,3,52,30.4,3,4.0,31.69,1.04,0,1,0,1,0,29.03,0.0,0
1812,101631,58,2,11,restaurant,mobile,Thessaly,2,2,3,29.74,4,12.0,63.48,2.13,0,0,0,1,0,31.17,0.0,0
1813,101683,29,2,44,utility,online,Thessaly,16,1,45,24.81,2,0.0,34.92,1.41,0,0,0,0,0,25.6,0.0,0
1814,101238,45,1,20,fuel,pos,Thessaly,15,2,32,29.25,3,0.0,82.15,2.81,0,1,0,0,0,27.24,0.0,0
1815,102209,30,1,51,restaurant,online,Crete,22,6,49,33.55,2,6.0,15.12,0.45,0,0,0,0,1,23.3,0.0,0
1816,100276,31,4,36,fuel,pos,Attica,23,2,36,71.87,3,7.0,24.6,0.34,0,1,0,1,0,26.16,0.0,0
1817,100585,32,2,42,restaurant,pos,Attica,23,2,11,17.75,2,16.0,44.84,2.53,0,1,0,1,0,31.71,0.0,0
1818,100631,43,1,64,restaurant,pos,Attica,2,6,36,35.9,6,,48.46,1.35,0,1,0,1,1,29.77,0.0,0
1819,100338,36,2,32,gaming,online,Aegean,8,0,39,20.11,2,5.0,38.91,1.93,0,0,1,0,0,30.86,0.0,0
1820,100736,18,2,80,travel,mobile,Attica,11,0,26,33.35,3,2.0,35.45,1.06,0,0,1,0,0,29.08,0.0,0
1821,100781,37,2,35,restaurant,mobile,Central_Macedonia,17,6,31,48.72,4,5.0,29.57,0.61,0,0,0,0,1,23.85,0.0,0
1822,101912,34,1,21,restaurant,pos,Attica,22,2,21,30.41,3,7.0,35.0,1.15,0,1,0,0,0,25.15,0.0,0
1823,100754,21,2,30,fuel,pos,Central_Macedonia,19,1,14,15.98,5,1.0,12.28,0.77,0,1,0,0,0,24.32,0.0,0
1824,102191,47,4,16,fuel,online,Attica,22,3,33,46.77,6,2.0,81.85,1.75,0,0,0,0,0,26.09,0.0,0
1825,101931,50,2,24,gaming,pos,Central_Macedonia,0,0,27,81.61,2,2.0,77.42,0.95,1,1,1,1,0,42.38,0.0,0
1826,102254,49,2,39,grocery,online,Attica,0,2,2,64.2,2,0.0,118.3,1.84,0,0,0,1,0,30.71,0.0,0
1827,100263,62,3,39,fashion,mobile,Attica,9,0,40,145.18,3,2.0,97.48,0.67,0,0,0,0,0,24.05,0.0,0
1828,102461,29,1,28,grocery,pos,Attica,19,4,13,34.78,6,7.0,15.27,0.44,0,1,0,0,0,23.25,0.0,0
1829,101534,29,3,49,fashion,pos,Aegean,7,5,3,34.9,5,1.0,133.01,3.81,0,1,0,0,1,28.03,0.0,0
1830,102455,42,2,75,grocery,mobile,Crete,5,4,14,33.69,3,11.0,54.67,1.62,0,0,0,1,0,30.32,0.0,0
1831,100887,41,2,17,gaming,online,Crete,5,1,47,43.43,6,0.0,322.78,7.43,1,0,1,1,0,52.26,0.0,0
1832,102382,44,1,61,utility,mobile,Aegean,17,5,41,29.45,4,8.0,18.83,0.64,0,0,0,0,1,23.95,0.0,0
1833,101471,52,1,15,grocery,online,Central_Macedonia,18,4,22,46.31,5,5.0,38.85,0.84,0,0,0,0,0,24.49,0.0,0
1834,100179,39,3,40,utility,pos,Crete,8,5,23,61.71,3,0.0,35.09,0.57,0,1,0,0,1,32.26,33.07,1
1835,101025,54,1,21,restaurant,online,Central_Macedonia,1,6,23,17.66,2,3.0,39.05,2.21,0,0,0,1,1,31.28,0.0,0
1836,100344,33,2,54,fuel,online,Attica,5,2,3,59.75,5,1.0,48.5,0.81,0,0,0,1,0,28.33,0.0,0
1837,102353,36,2,48,fuel,mobile,Attica,6,6,19,43.53,3,2.0,26.15,0.6,0,0,0,0,1,23.84,0.0,0
1838,100761,29,1,43,utility,pos,Aegean,11,6,47,68.79,1,3.0,37.22,0.54,0,1,0,0,1,23.64,0.0,0
1839,100555,18,3,49,utility,pos,Central_Macedonia,9,4,33,76.32,3,7.0,44.0,0.58,0,1,0,0,0,23.76,0.0,0
1840,101382,21,2,10,fuel,pos,Attica,4,4,21,66.71,4,1.0,38.01,0.57,0,1,0,1,0,27.4,0.0,0
1841,101062,53,4,22,fashion,pos,Thessaly,23,3,52,55.96,3,0.0,92.55,1.65,0,1,0,1,0,30.38,0.0,0
1842,100242,55,1,20,fuel,mobile,Attica,10,6,5,18.72,4,26.0,60.13,3.21,0,0,0,0,1,27.58,0.0,0
1843,102041,27,1,63,grocery,mobile,Crete,5,0,45,,3,0.0,11.81,0.19,0,0,0,1,0,24.89,0.0,0
1844,102114,53,2,27,restaurant,pos,Thessaly,9,3,22,56.74,4,0.0,18.72,0.33,0,1,0,0,0,22.76,0.0,0
1845,101857,18,2,53,grocery,mobile,Attica,17,0,27,86.81,2,0.0,12.05,0.14,0,0,0,0,0,21.41,0.0,0
1846,101541,30,4,52,fuel,pos,Attica,23,0,50,46.85,2,1.0,22.75,0.49,0,1,0,1,0,27.0,0.0,0
1847,101006,36,2,38,travel,online,Central_Macedonia,10,6,49,47.41,3,7.0,142.95,3.02,0,0,1,0,1,32.29,0.0,0
1848,101355,55,2,9,fuel,online,Thessaly,13,4,42,41.55,2,1.0,100.39,2.42,0,0,0,0,0,26.86,0.0,0
1849,101302,64,1,16,grocery,online,Aegean,7,3,28,25.38,3,4.0,17.87,0.7,0,0,0,0,0,24.14,0.0,0
1850,100413,36,2,29,utility,online,Thessaly,16,6,31,19.34,2,5.0,18.18,0.94,0,0,0,0,1,24.73,0.0,0
1851,100204,41,1,27,restaurant,online,Attica,16,0,48,29.2,5,4.0,30.37,1.04,0,0,0,0,0,24.94,0.0,0
1852,100633,54,1,51,fashion,mobile,Attica,4,6,40,23.73,3,2.0,66.07,2.78,0,0,0,1,1,32.02,0.0,0
1853,101135,69,3,35,restaurant,pos,Crete,13,3,16,85.53,3,1.0,18.16,0.21,0,1,0,0,0,22.04,0.0,0
1854,100400,56,3,32,travel,online,Thessaly,23,1,27,57.06,3,3.0,604.53,10.59,0,0,1,1,0,43.91,0.0,0
1855,100266,27,1,35,fuel,pos,Attica,5,2,43,27.16,4,7.0,26.57,0.98,0,1,0,1,0,28.85,0.0,0
1856,102129,53,2,46,fashion,pos,Attica,11,3,42,69.49,4,3.0,99.12,1.43,0,1,0,0,0,25.63,0.0,0
1857,100937,34,2,31,grocery,online,Attica,16,5,16,60.87,1,4.0,31.02,0.51,0,0,0,0,1,23.53,0.0,0
1858,101460,59,3,60,fuel,online,Attica,1,6,44,52.42,6,9.0,82.77,1.58,0,0,0,1,1,30.24,0.0,0
1859,101310,50,1,30,fashion,mobile,Crete,12,0,30,33.98,6,6.0,41.54,1.22,0,0,0,0,0,25.29,0.0,0
1860,101837,30,3,88,utility,pos,Aegean,14,2,18,31.82,4,10.0,63.31,1.99,0,1,0,0,0,26.39,0.0,0
1861,101849,55,2,28,restaurant,pos,Attica,13,2,26,44.95,4,5.0,41.91,0.93,0,1,0,0,0,24.71,0.0,0
1862,100740,48,2,30,grocery,pos,Central_Macedonia,7,3,24,38.15,5,3.0,36.78,0.96,0,1,0,0,0,24.78,0.0,0
1863,102119,47,2,21,grocery,mobile,Attica,19,3,4,69.84,3,9.0,20.91,0.3,0,0,0,0,0,22.59,0.0,0
1864,100928,42,2,37,travel,mobile,Attica,7,6,12,50.24,5,0.0,131.6,2.62,0,0,1,0,1,31.82,0.0,0
1865,102088,36,3,31,utility,mobile,Attica,12,1,8,42.55,2,2.0,25.91,0.61,0,0,0,0,0,23.86,0.0,0
1866,101012,49,3,25,travel,pos,Attica,7,3,36,88.15,2,2.0,176.78,2.01,0,1,1,0,0,30.97,0.0,0
1867,100277,68,2,21,grocery,mobile,Attica,20,1,22,31.74,1,12.0,115.45,3.64,0,0,0,0,0,39.22,158.14,1
1868,101900,65,1,12,grocery,pos,Thessaly,10,1,8,28.28,5,1.0,31.84,1.13,0,1,0,0,0,25.11,0.0,0
1869,100075,40,2,56,restaurant,mobile,Crete,9,2,32,43.21,3,14.0,34.89,0.81,1,0,0,0,0,29.48,0.0,0
1870,101930,18,1,24,utility,online,Crete,6,0,25,45.79,2,1.0,14.51,0.32,0,0,0,0,0,22.69,0.0,0
1871,100107,35,3,30,grocery,pos,Central_Macedonia,12,5,36,59.61,2,3.0,73.73,1.24,1,1,0,0,1,30.76,0.0,0
1872,100517,44,3,36,grocery,online,Attica,18,3,51,112.38,1,6.0,25.81,0.23,0,0,0,0,0,22.16,0.0,0
1873,101508,45,2,16,fuel,online,Attica,14,3,52,53.84,2,5.0,84.73,1.57,0,0,0,0,0,25.85,0.0,0
1874,102353,53,3,58,grocery,pos,Attica,4,3,25,22.01,2,2.0,29.99,1.36,0,1,0,1,0,29.8,0.0,0
1875,101021,51,4,10,restaurant,pos,Attica,0,3,2,65.27,2,5.0,131.62,2.02,0,1,0,1,0,30.99,0.0,0
1876,100301,51,2,69,grocery,online,Attica,3,6,4,43.06,3,3.0,42.69,0.99,0,0,0,1,1,28.89,0.0,0
1877,100582,34,2,58,restaurant,mobile,Aegean,21,4,8,27.83,1,3.0,47.96,1.72,0,0,0,0,0,26.06,0.0,0
1878,102240,36,1,51,utility,online,Aegean,2,5,1,31.77,6,9.0,57.84,1.82,0,0,0,1,1,30.67,0.0,0
1879,101816,29,3,54,gaming,pos,Thessaly,4,5,34,27.43,2,2.0,40.23,1.47,0,1,1,1,1,35.61,0.0,0
1880,100250,45,1,34,gaming,online,Crete,9,0,50,39.05,2,8.0,107.48,2.75,0,0,1,0,0,31.98,0.0,0
1881,100962,52,3,72,fuel,pos,Crete,4,5,40,46.83,1,0.0,79.5,1.7,0,1,0,1,1,43.13,31.21,1
1882,100661,55,3,65,grocery,pos,Crete,2,5,37,31.79,4,0.0,27.19,0.86,0,1,0,1,1,28.48,0.0,0
1883,100444,18,2,50,fuel,pos,Crete,4,4,17,33.08,5,4.0,53.49,1.62,1,1,0,1,0,37.6,0.0,0
1884,102116,48,1,7,utility,pos,Attica,0,0,37,58.99,4,0.0,61.77,1.05,0,1,0,1,0,29.04,0.0,0
1885,101544,29,3,39,grocery,pos,Aegean,12,0,27,51.59,5,0.0,22.95,0.44,0,1,0,0,0,23.28,0.0,0
1886,100448,49,2,57,electronics,pos,Thessaly,7,0,20,35.83,5,7.0,70.62,1.97,0,1,1,0,0,30.92,0.0,0
1887,101626,29,1,37,fuel,pos,Attica,6,4,3,24.84,2,3.0,38.18,1.54,0,1,0,0,0,25.79,0.0,0
1888,101033,51,4,45,grocery,online,Central_Macedonia,23,3,27,77.08,4,6.0,32.45,0.42,0,0,0,1,0,26.65,0.0,0
1889,100153,34,2,51,utility,pos,Thessaly,22,2,22,59.37,2,0.0,25.51,0.43,0,1,0,0,0,23.22,0.0,0
1890,101124,34,3,17,restaurant,pos,Aegean,0,3,30,68.2,3,7.0,48.5,0.71,0,1,0,1,0,27.98,0.0,0
1891,100463,52,2,63,restaurant,pos,Attica,21,3,25,54.75,4,0.0,18.49,0.34,0,1,0,0,0,22.8,0.0,0
1892,100613,35,1,73,gaming,online,Central_Macedonia,1,2,40,54.89,6,4.0,72.66,1.32,0,0,1,1,0,35.23,0.0,0
1893,102197,54,1,59,grocery,online,Attica,14,5,47,29.45,1,9.0,17.76,0.6,0,0,0,0,1,23.84,0.0,0
1894,101775,51,2,55,grocery,pos,Attica,13,3,27,29.57,6,1.0,40.4,1.37,0,1,0,0,0,25.53,0.0,0
1895,100335,41,1,41,electronics,online,Attica,14,3,18,40.2,6,4.0,48.32,1.2,0,0,1,0,0,29.43,0.0,0
1896,102128,37,4,37,restaurant,online,Attica,11,6,16,61.86,3,0.0,42.43,0.69,0,0,0,0,1,24.09,0.0,0
1897,101435,57,1,22,restaurant,online,Attica,16,6,46,30.66,3,3.0,82.81,2.7,1,0,0,0,1,33.32,0.0,0
1898,102186,52,1,123,grocery,pos,Central_Macedonia,2,4,28,35.1,4,4.0,33.33,0.95,0,1,0,1,0,28.76,0.0,0
1899,101867,62,3,45,gaming,pos,Thessaly,10,6,51,120.46,5,2.0,37.27,0.31,0,1,1,0,1,25.92,0.0,0
1900,100848,21,3,26,fuel,pos,Central_Macedonia,21,2,36,57.42,3,5.0,37.81,0.66,0,1,0,0,0,24.01,0.0,0
1901,101337,39,4,37,electronics,pos,Attica,13,2,31,82.18,1,3.0,66.22,0.81,0,1,1,0,0,28.31,0.0,0
1902,101327,37,1,54,restaurant,pos,Central_Macedonia,16,6,4,17.92,3,13.0,34.25,1.91,0,1,0,0,1,26.3,0.0,0
1903,101799,48,1,32,gaming,mobile,Thessaly,1,6,39,58.32,2,0.0,71.53,1.23,0,0,1,1,1,34.95,0.0,0
1904,100621,31,3,46,restaurant,pos,Central_Macedonia,11,1,25,50.32,2,1.0,42.84,0.85,0,1,0,0,0,24.52,0.0,0
1905,100832,32,3,31,gaming,pos,Central_Macedonia,2,0,6,52.41,2,7.0,109.82,2.1,0,1,1,1,0,36.98,0.0,0
1906,100611,42,2,54,grocery,mobile,Attica,13,1,18,36.74,5,7.0,15.31,0.42,0,0,0,0,0,23.16,0.0,0
1907,100740,19,4,41,restaurant,online,Attica,8,5,24,34.2,1,1.0,41.14,1.2,0,0,0,0,1,25.25,0.0,0
1908,100403,18,3,53,fashion,pos,Aegean,19,1,47,24.3,3,4.0,94.27,3.88,0,1,0,0,0,28.08,0.0,0
1909,100091,41,2,25,travel,mobile,Attica,18,6,34,28.5,4,16.0,63.86,2.24,0,0,1,0,1,31.32,0.0,0
1910,102350,74,3,73,electronics,pos,Attica,2,1,21,236.93,2,0.0,135.45,0.57,0,1,1,1,0,32.28,0.0,0
1911,100185,43,1,28,gaming,pos,Attica,8,1,51,67.66,6,4.0,27.7,0.41,0,1,1,0,0,26.58,0.0,0
1912,102219,37,2,44,grocery,pos,Central_Macedonia,22,0,33,43.56,2,4.0,31.12,0.71,0,1,0,0,0,24.17,0.0,0
1913,100007,47,1,18,electronics,pos,Thessaly,0,6,51,40.58,2,9.0,86.02,2.12,0,1,1,1,1,37.03,0.0,0
1914,101943,49,2,23,fashion,online,Crete,2,2,24,80.09,1,0.0,43.79,0.55,0,0,0,1,0,27.3,0.0,0
1915,100821,40,1,24,gaming,pos,Aegean,22,5,45,37.55,3,9.0,53.53,1.43,0,1,1,0,1,29.93,0.0,0
1916,101294,34,3,45,gaming,online,Attica,11,3,43,20.69,3,2.0,52.78,2.55,0,0,1,0,0,31.74,0.0,0
1917,100705,23,3,36,fashion,pos,Attica,14,1,38,86.42,6,4.0,36.92,0.43,0,1,0,0,0,23.21,0.0,0
1918,101226,53,1,30,grocery,mobile,Aegean,5,1,49,34.85,3,11.0,40.95,1.18,0,0,0,1,0,29.37,0.0,0
1919,101128,36,2,26,gaming,pos,Central_Macedonia,9,0,29,44.96,2,0.0,67.36,1.5,0,1,1,0,0,30.08,0.0,0
